Area,Theme,UNHCR Outcome Area,Core Indicator,Data collection date,Indicator,Value,Population group,Geographical Scope,Comment,Source,Publication,Publication link,Data source,Methodology available,Available questionnaire,Methodology overview,Limitations,Microdata link
3.1 Attaining favorable protection environments,Gender-based violence,4. Gender-based violence,,Jul - Aug 2023,"% of respondents who indicated ""Lack of awareness"" as a barrier for accessing GBV services",57,Refugees,Slovakia,,Interagency,Multi-Sector Needs Assessment (MSNA) 2023,https://data.unhcr.org/en/documents/details/105616,Survey,yes,yes,Total sample: 819 households; face-to-face surveys; two stratas (collective sites vs. private accomm.); random selection of districts + convenience sampling for households selection,Potential sampling bias due to non-probabilistic household selection and data collection period,
3.1 Attaining favorable protection environments,Gender-based violence,4. Gender-based violence,,Jun - Sep 2023,"% of respondents who indicated ""Lack of awareness"" as a barrier for accessing GBV services",39,Refugees,Europe,It does not include respondents from Poland.,Interagency,Multi-Sector Needs Assessment (MSNA) 2023,,Survey,yes,yes,"This dataset comprises the regional consolidation of MSNA data from 7 countries.  Total sample: 11,530 households; The sampling methodologies employed vary by country (see country-level methodologies)",Potential sampling bias due to non-probabilistic household selection and data collection period. This can differ across country-level datasets,
3.1 Attaining favorable protection environments,Gender-based violence,4. Gender-based violence,,Jun - Sep 2023,"% of respondents who indicated ""Stigma and shame"" as a barrier for accessing GBV services",43,Refugees,Europe,It does not include respondents from Poland.,Interagency,Multi-Sector Needs Assessment (MSNA) 2023,,Survey,yes,yes,"This dataset comprises the regional consolidation of MSNA data from 7 countries.  Total sample: 11,530 households; The sampling methodologies employed vary by country (see country-level methodologies)",Potential sampling bias due to non-probabilistic household selection and data collection period. This can differ across country-level datasets,
3.1 Attaining favorable protection environments,Gender-based violence,4. Gender-based violence,,Jul - Aug 2023,"% of respondents who indicated ""Language and cultural barriers"" as a barrier for accessing GBV services",29,Refugees,Bulgaria,,Interagency,Multi-Sector Needs Assessment (MSNA) 2023,,Survey,yes,yes,"Total sample: 1,054 households; face-to-face surveys; random selection of settlements + convenience sampling for households selection",Potential sampling bias due to non-probabilistic household selection and data collection period,
3.1 Attaining favorable protection environments,Gender-based violence,4. Gender-based violence,,Jun - Jul 2023,"% of respondents who indicated ""Language and cultural barriers"" as a barrier for accessing GBV services",55,Refugees,Czech Republic,,Interagency,Multi-Sector Needs Assessment (MSNA) 2023,https://data.unhcr.org/en/documents/details/105509,Survey,yes,yes,"Total sample: 1,218 households; face-to-face surveys; sample distribution by geographical stratas + convenience sampling for households selection",Potential sampling bias due to non-probabilistic household selection and data collection period,
3.1 Attaining favorable protection environments,Gender-based violence,4. Gender-based violence,,Jun - Aug 2023,"% of respondents who indicated ""Language and cultural barriers"" as a barrier for accessing GBV services",54,Refugees,Hungary,,Interagency,Multi-Sector Needs Assessment (MSNA) 2023,https://data.unhcr.org/en/documents/details/105324,Survey,yes,yes,Total sample: 682 households; face-to-face surveys; random selection of districts + convenience sampling for households selection,Potential sampling bias due to non-probabilistic household selection and data collection period,
3.1 Attaining favorable protection environments,Gender-based violence,4. Gender-based violence,,Aug - Sep 2023,"% of respondents who indicated ""Lack of awareness"" as a barrier for accessing GBV services",21,Refugees,Moldova,,Interagency,Multi-Sector Needs Assessment (MSNA) 2023,,Survey,yes,yes,Total sample: 890 households; face-to-face surveys; sample distribution by geographical stratas + convenience sampling for households selection,Potential sampling bias due to non-probabilistic household selection and data collection period,
3.1 Attaining favorable protection environments,Gender-based violence,4. Gender-based violence,,Jul - Sep 2023,"% of respondents who indicated ""Language and cultural barriers"" as a barrier for accessing GBV services",49,Refugees,Romania,,Interagency,Multi-Sector Needs Assessment (MSNA) 2023,,Survey,yes,yes,"Total sample: 1,222 households; face-to-face surveys; sample distribution by geographical stratas + random selection of households from cash enrolment lists",Sample only representative of refugees enrolled for cash-assistance,
3.1 Attaining favorable protection environments,Gender-based violence,4. Gender-based violence,,Jul - Aug 2023,"% of respondents who indicated ""Language and cultural barriers"" as a barrier for accessing GBV services",27,Refugees,Slovakia,,Interagency,Multi-Sector Needs Assessment (MSNA) 2023,https://data.unhcr.org/en/documents/details/105616,Survey,yes,yes,Total sample: 819 households; face-to-face surveys; two stratas (collective sites vs. private accomm.); random selection of districts + convenience sampling for households selection,Potential sampling bias due to non-probabilistic household selection and data collection period,
3.1 Attaining favorable protection environments,Gender-based violence,4. Gender-based violence,,Jun - Sep 2023,"% of respondents who indicated ""Fear of retaliation"" as a barrier for accessing GBV services",42,Refugees,Europe,It does not include respondents from Poland.,Interagency,Multi-Sector Needs Assessment (MSNA) 2023,,Survey,yes,yes,"This dataset comprises the regional consolidation of MSNA data from 7 countries.  Total sample: 11,530 households; The sampling methodologies employed vary by country (see country-level methodologies)",Potential sampling bias due to non-probabilistic household selection and data collection period. This can differ across country-level datasets,
3.1 Attaining favorable protection environments,Gender-based violence,4. Gender-based violence,,Jul - Aug 2023,"% of respondents who indicated ""Stigma and shame"" as a barrier for accessing GBV services",9,Refugees,Bulgaria,,Interagency,Multi-Sector Needs Assessment (MSNA) 2023,,Survey,yes,yes,"Total sample: 1,054 households; face-to-face surveys; random selection of settlements + convenience sampling for households selection",Potential sampling bias due to non-probabilistic household selection and data collection period,
3.1 Attaining favorable protection environments,Gender-based violence,4. Gender-based violence,,Jun - Jul 2023,"% of respondents who indicated ""Stigma and shame"" as a barrier for accessing GBV services",42,Refugees,Czech Republic,,Interagency,Multi-Sector Needs Assessment (MSNA) 2023,https://data.unhcr.org/en/documents/details/105509,Survey,yes,yes,"Total sample: 1,218 households; face-to-face surveys; sample distribution by geographical stratas + convenience sampling for households selection",Potential sampling bias due to non-probabilistic household selection and data collection period,
3.1 Attaining favorable protection environments,Gender-based violence,4. Gender-based violence,,Jun - Aug 2023,"% of respondents who indicated ""Stigma and shame"" as a barrier for accessing GBV services",19,Refugees,Hungary,,Interagency,Multi-Sector Needs Assessment (MSNA) 2023,https://data.unhcr.org/en/documents/details/105324,Survey,yes,yes,Total sample: 682 households; face-to-face surveys; random selection of districts + convenience sampling for households selection,Potential sampling bias due to non-probabilistic household selection and data collection period,
3.1 Attaining favorable protection environments,Gender-based violence,4. Gender-based violence,,Aug - Sep 2023,"% of respondents who indicated ""Stigma and shame"" as a barrier for accessing GBV services",60,Refugees,Moldova,,Interagency,Multi-Sector Needs Assessment (MSNA) 2023,,Survey,yes,yes,Total sample: 890 households; face-to-face surveys; sample distribution by geographical stratas + convenience sampling for households selection,Potential sampling bias due to non-probabilistic household selection and data collection period,
3.1 Attaining favorable protection environments,Gender-based violence,4. Gender-based violence,,Jul - Sep 2023,"% of respondents who indicated ""Stigma and shame"" as a barrier for accessing GBV services",21,Refugees,Romania,,Interagency,Multi-Sector Needs Assessment (MSNA) 2023,,Survey,yes,yes,"Total sample: 1,222 households; face-to-face surveys; sample distribution by geographical stratas + random selection of households from cash enrolment lists",Sample only representative of refugees enrolled for cash-assistance,
3.1 Attaining favorable protection environments,Gender-based violence,4. Gender-based violence,,Jul - Aug 2023,"% of respondents who indicated ""Stigma and shame"" as a barrier for accessing GBV services",21,Refugees,Slovakia,,Interagency,Multi-Sector Needs Assessment (MSNA) 2023,https://data.unhcr.org/en/documents/details/105616,Survey,yes,yes,Total sample: 819 households; face-to-face surveys; two stratas (collective sites vs. private accomm.); random selection of districts + convenience sampling for households selection,Potential sampling bias due to non-probabilistic household selection and data collection period,
3.3 Empowering communities and achieveing gender equality,Livelihoods,"13. Self-reliance, economic inclusion and livelihoods",,Jul - Aug 2023,"% of respondents who indicated ""lower"" as their educational level",13.1,Refugees,Bulgaria,,Interagency,Multi-Sector Needs Assessment (MSNA) 2023,,Survey,yes,yes,"Total sample: 1,054 households; face-to-face surveys; random selection of settlements + convenience sampling for households selection",Potential sampling bias due to non-probabilistic household selection and data collection period,
3.3 Empowering communities and achieveing gender equality,Livelihoods,"13. Self-reliance, economic inclusion and livelihoods",,Jun - Jul 2023,"% of respondents who indicated ""lower"" as their educational level",21,Refugees,Czech Republic,,Interagency,Multi-Sector Needs Assessment (MSNA) 2023,https://data.unhcr.org/en/documents/details/105509,Survey,yes,yes,"Total sample: 1,218 households; face-to-face surveys; sample distribution by geographical stratas + convenience sampling for households selection",Potential sampling bias due to non-probabilistic household selection and data collection period,
3.3 Empowering communities and achieveing gender equality,Livelihoods,"13. Self-reliance, economic inclusion and livelihoods",,Jun - Aug 2023,"% of respondents who indicated ""lower"" as their educational level",31.9,Refugees,Hungary,,Interagency,Multi-Sector Needs Assessment (MSNA) 2023,https://data.unhcr.org/en/documents/details/105324,Survey,yes,yes,Total sample: 682 households; face-to-face surveys; random selection of districts + convenience sampling for households selection,Potential sampling bias due to non-probabilistic household selection and data collection period,
3.3 Empowering communities and achieveing gender equality,Livelihoods,"13. Self-reliance, economic inclusion and livelihoods",,Aug - Sep 2023,"% of respondents who indicated ""lower"" as their educational level",23,Refugees,Moldova,,Interagency,Multi-Sector Needs Assessment (MSNA) 2023,,Survey,yes,yes,Total sample: 890 households; face-to-face surveys; sample distribution by geographical stratas + convenience sampling for households selection,Potential sampling bias due to non-probabilistic household selection and data collection period,
3.3 Empowering communities and achieveing gender equality,Livelihoods,"13. Self-reliance, economic inclusion and livelihoods",,Jul - Aug 2023,"% of respondents who indicated ""lower"" as their educational level",15,Refugees,Poland,,Interagency,Multi-Sector Needs Assessment (MSNA) 2023,,Survey,yes,yes,"Total sample: 5,640 households; face-to-face surveys; sample distribution by geographical stratas + random selection of districts + convenience sampling for households selection",Potential sampling bias due to non-probabilistic household selection and data collection period,
3.3 Empowering communities and achieveing gender equality,Livelihoods,"13. Self-reliance, economic inclusion and livelihoods",,Jul - Sep 2023,"% of respondents who indicated ""lower"" as their educational level",19.9,Refugees,Romania,,Interagency,Multi-Sector Needs Assessment (MSNA) 2023,,Survey,yes,yes,"Total sample: 1,222 households; face-to-face surveys; sample distribution by geographical stratas + random selection of households from cash enrolment lists",Sample only representative of refugees enrolled for cash-assistance,
3.3 Empowering communities and achieveing gender equality,Livelihoods,"13. Self-reliance, economic inclusion and livelihoods",,Jul - Aug 2023,"% of respondents who indicated ""lower"" as their educational level",21,Refugees,Slovakia,,Interagency,Multi-Sector Needs Assessment (MSNA) 2023,https://data.unhcr.org/en/documents/details/105616,Survey,yes,yes,Total sample: 819 households; face-to-face surveys; two stratas (collective sites vs. private accomm.); random selection of districts + convenience sampling for households selection,Potential sampling bias due to non-probabilistic household selection and data collection period,
3.3 Empowering communities and achieveing gender equality,Livelihoods,"13. Self-reliance, economic inclusion and livelihoods",,Jul - Aug 2023,"% of respondents who indicated ""technical or vocational"" as their educational level",19.4,Refugees,Bulgaria,,Interagency,Multi-Sector Needs Assessment (MSNA) 2023,,Survey,yes,yes,"Total sample: 1,054 households; face-to-face surveys; random selection of settlements + convenience sampling for households selection",Potential sampling bias due to non-probabilistic household selection and data collection period,
3.3 Empowering communities and achieveing gender equality,Livelihoods,"13. Self-reliance, economic inclusion and livelihoods",,Jun - Jul 2023,"% of respondents who indicated ""technical or vocational"" as their educational level",26.9,Refugees,Czech Republic,,Interagency,Multi-Sector Needs Assessment (MSNA) 2023,https://data.unhcr.org/en/documents/details/105509,Survey,yes,yes,"Total sample: 1,218 households; face-to-face surveys; sample distribution by geographical stratas + convenience sampling for households selection",Potential sampling bias due to non-probabilistic household selection and data collection period,
3.3 Empowering communities and achieveing gender equality,Livelihoods,"13. Self-reliance, economic inclusion and livelihoods",,Jun - Aug 2023,"% of respondents who indicated ""technical or vocational"" as their educational level",25,Refugees,Hungary,,Interagency,Multi-Sector Needs Assessment (MSNA) 2023,https://data.unhcr.org/en/documents/details/105324,Survey,yes,yes,Total sample: 682 households; face-to-face surveys; random selection of districts + convenience sampling for households selection,Potential sampling bias due to non-probabilistic household selection and data collection period,
3.3 Empowering communities and achieveing gender equality,Livelihoods,"13. Self-reliance, economic inclusion and livelihoods",,Aug - Sep 2023,"% of respondents who indicated ""technical or vocational"" as their educational level",50,Refugees,Moldova,,Interagency,Multi-Sector Needs Assessment (MSNA) 2023,,Survey,yes,yes,Total sample: 890 households; face-to-face surveys; sample distribution by geographical stratas + convenience sampling for households selection,Potential sampling bias due to non-probabilistic household selection and data collection period,
3.3 Empowering communities and achieveing gender equality,Livelihoods,"13. Self-reliance, economic inclusion and livelihoods",,Jul - Aug 2023,"% of respondents who indicated ""technical or vocational"" as their educational level",31,Refugees,Poland,,Interagency,Multi-Sector Needs Assessment (MSNA) 2023,,Survey,yes,yes,"Total sample: 5,640 households; face-to-face surveys; sample distribution by geographical stratas + random selection of districts + convenience sampling for households selection",Potential sampling bias due to non-probabilistic household selection and data collection period,
3.3 Empowering communities and achieveing gender equality,Livelihoods,"13. Self-reliance, economic inclusion and livelihoods",,Jul - Sep 2023,"% of respondents who indicated ""technical or vocational"" as their educational level",23.9,Refugees,Romania,,Interagency,Multi-Sector Needs Assessment (MSNA) 2023,,Survey,yes,yes,"Total sample: 1,222 households; face-to-face surveys; sample distribution by geographical stratas + random selection of households from cash enrolment lists",Sample only representative of refugees enrolled for cash-assistance,
3.3 Empowering communities and achieveing gender equality,Livelihoods,"13. Self-reliance, economic inclusion and livelihoods",,Jul - Aug 2023,"% of respondents who indicated ""technical or vocational"" as their educational level",26.9,Refugees,Slovakia,,Interagency,Multi-Sector Needs Assessment (MSNA) 2023,https://data.unhcr.org/en/documents/details/105616,Survey,yes,yes,Total sample: 819 households; face-to-face surveys; two stratas (collective sites vs. private accomm.); random selection of districts + convenience sampling for households selection,Potential sampling bias due to non-probabilistic household selection and data collection period,
3.3 Empowering communities and achieveing gender equality,Livelihoods,"13. Self-reliance, economic inclusion and livelihoods",,Jul - Aug 2023,"% of respondents who indicated ""bachelor"" as their educational level",19.8,Refugees,Bulgaria,,Interagency,Multi-Sector Needs Assessment (MSNA) 2023,,Survey,yes,yes,"Total sample: 1,054 households; face-to-face surveys; random selection of settlements + convenience sampling for households selection",Potential sampling bias due to non-probabilistic household selection and data collection period,
3.3 Empowering communities and achieveing gender equality,Livelihoods,"13. Self-reliance, economic inclusion and livelihoods",,Jun - Jul 2023,"% of respondents who indicated ""bachelor"" as their educational level",15,Refugees,Czech Republic,,Interagency,Multi-Sector Needs Assessment (MSNA) 2023,https://data.unhcr.org/en/documents/details/105509,Survey,yes,yes,"Total sample: 1,218 households; face-to-face surveys; sample distribution by geographical stratas + convenience sampling for households selection",Potential sampling bias due to non-probabilistic household selection and data collection period,
3.3 Empowering communities and achieveing gender equality,Livelihoods,"13. Self-reliance, economic inclusion and livelihoods",,Jun - Aug 2023,"% of respondents who indicated ""bachelor"" as their educational level",13.1,Refugees,Hungary,,Interagency,Multi-Sector Needs Assessment (MSNA) 2023,https://data.unhcr.org/en/documents/details/105324,Survey,yes,yes,Total sample: 682 households; face-to-face surveys; random selection of districts + convenience sampling for households selection,Potential sampling bias due to non-probabilistic household selection and data collection period,
3.3 Empowering communities and achieveing gender equality,Livelihoods,"13. Self-reliance, economic inclusion and livelihoods",,Aug - Sep 2023,"% of respondents who indicated ""bachelor"" as their educational level",17,Refugees,Moldova,,Interagency,Multi-Sector Needs Assessment (MSNA) 2023,,Survey,yes,yes,Total sample: 890 households; face-to-face surveys; sample distribution by geographical stratas + convenience sampling for households selection,Potential sampling bias due to non-probabilistic household selection and data collection period,
3.3 Empowering communities and achieveing gender equality,Livelihoods,"13. Self-reliance, economic inclusion and livelihoods",,Jul - Aug 2023,"% of respondents who indicated ""bachelor"" as their educational level",13,Refugees,Poland,,Interagency,Multi-Sector Needs Assessment (MSNA) 2023,,Survey,yes,yes,"Total sample: 5,640 households; face-to-face surveys; sample distribution by geographical stratas + random selection of districts + convenience sampling for households selection",Potential sampling bias due to non-probabilistic household selection and data collection period,
3.3 Empowering communities and achieveing gender equality,Livelihoods,"13. Self-reliance, economic inclusion and livelihoods",,Jul - Sep 2023,"% of respondents who indicated ""bachelor"" as their educational level",19.1,Refugees,Romania,,Interagency,Multi-Sector Needs Assessment (MSNA) 2023,,Survey,yes,yes,"Total sample: 1,222 households; face-to-face surveys; sample distribution by geographical stratas + random selection of households from cash enrolment lists",Sample only representative of refugees enrolled for cash-assistance,
3.3 Empowering communities and achieveing gender equality,Livelihoods,"13. Self-reliance, economic inclusion and livelihoods",,Jul - Aug 2023,"% of respondents who indicated ""bachelor"" as their educational level",16,Refugees,Slovakia,,Interagency,Multi-Sector Needs Assessment (MSNA) 2023,https://data.unhcr.org/en/documents/details/105616,Survey,yes,yes,Total sample: 819 households; face-to-face surveys; two stratas (collective sites vs. private accomm.); random selection of districts + convenience sampling for households selection,Potential sampling bias due to non-probabilistic household selection and data collection period,
3.3 Empowering communities and achieveing gender equality,Livelihoods,"13. Self-reliance, economic inclusion and livelihoods",,Jul - Aug 2023,"% of respondents who indicated ""master or doctorate"" as their educational level",47.7,Refugees,Bulgaria,,Interagency,Multi-Sector Needs Assessment (MSNA) 2023,,Survey,yes,yes,"Total sample: 1,054 households; face-to-face surveys; random selection of settlements + convenience sampling for households selection",Potential sampling bias due to non-probabilistic household selection and data collection period,
3.3 Empowering communities and achieveing gender equality,Livelihoods,"13. Self-reliance, economic inclusion and livelihoods",,Jun - Jul 2023,"% of respondents who indicated ""master or doctorate"" as their educational level",16.7,Refugees,Czech Republic,,Interagency,Multi-Sector Needs Assessment (MSNA) 2023,https://data.unhcr.org/en/documents/details/105509,Survey,yes,yes,"Total sample: 1,218 households; face-to-face surveys; sample distribution by geographical stratas + convenience sampling for households selection",Potential sampling bias due to non-probabilistic household selection and data collection period,
3.3 Empowering communities and achieveing gender equality,Livelihoods,"13. Self-reliance, economic inclusion and livelihoods",,Jun - Aug 2023,"% of respondents who indicated ""master or doctorate"" as their educational level",29.5,Refugees,Hungary,,Interagency,Multi-Sector Needs Assessment (MSNA) 2023,https://data.unhcr.org/en/documents/details/105324,Survey,yes,yes,Total sample: 682 households; face-to-face surveys; random selection of districts + convenience sampling for households selection,Potential sampling bias due to non-probabilistic household selection and data collection period,
3.3 Empowering communities and achieveing gender equality,Livelihoods,"13. Self-reliance, economic inclusion and livelihoods",,Aug - Sep 2023,"% of respondents who indicated ""master or doctorate"" as their educational level",10,Refugees,Moldova,,Interagency,Multi-Sector Needs Assessment (MSNA) 2023,,Survey,yes,yes,Total sample: 890 households; face-to-face surveys; sample distribution by geographical stratas + convenience sampling for households selection,Potential sampling bias due to non-probabilistic household selection and data collection period,
3.3 Empowering communities and achieveing gender equality,Livelihoods,"13. Self-reliance, economic inclusion and livelihoods",,Jul - Aug 2023,"% of respondents who indicated ""master or doctorate"" as their educational level",20,Refugees,Poland,,Interagency,Multi-Sector Needs Assessment (MSNA) 2023,,Survey,yes,yes,"Total sample: 5,640 households; face-to-face surveys; sample distribution by geographical stratas + random selection of districts + convenience sampling for households selection",Potential sampling bias due to non-probabilistic household selection and data collection period,
3.3 Empowering communities and achieveing gender equality,Livelihoods,"13. Self-reliance, economic inclusion and livelihoods",,Jul - Sep 2023,"% of respondents who indicated ""master or doctorate"" as their educational level",37.2,Refugees,Romania,,Interagency,Multi-Sector Needs Assessment (MSNA) 2023,,Survey,yes,yes,"Total sample: 1,222 households; face-to-face surveys; sample distribution by geographical stratas + random selection of households from cash enrolment lists",Sample only representative of refugees enrolled for cash-assistance,
3.3 Empowering communities and achieveing gender equality,Livelihoods,"13. Self-reliance, economic inclusion and livelihoods",,Jul - Aug 2023,"% of respondents who indicated ""master or doctorate"" as their educational level",36,Refugees,Slovakia,,Interagency,Multi-Sector Needs Assessment (MSNA) 2023,https://data.unhcr.org/en/documents/details/105616,Survey,yes,yes,Total sample: 819 households; face-to-face surveys; two stratas (collective sites vs. private accomm.); random selection of districts + convenience sampling for households selection,Potential sampling bias due to non-probabilistic household selection and data collection period,
3.3 Empowering communities and achieveing gender equality,Livelihoods,"13. Self-reliance, economic inclusion and livelihoods",,Jun - Jul 2023,"% of respondents who indicated ""specialization"" as their educational level",20,Refugees,Czech Republic,,Interagency,Multi-Sector Needs Assessment (MSNA) 2023,https://data.unhcr.org/en/documents/details/105509,Survey,yes,yes,"Total sample: 1,218 households; face-to-face surveys; sample distribution by geographical stratas + convenience sampling for households selection",Potential sampling bias due to non-probabilistic household selection and data collection period,
3.3 Empowering communities and achieveing gender equality,Livelihoods,"13. Self-reliance, economic inclusion and livelihoods",,Jul - Aug 2023,"% of respondents who indicated ""specialization"" as their educational level",21,Refugees,Poland,,Interagency,Multi-Sector Needs Assessment (MSNA) 2023,,Survey,yes,yes,"Total sample: 5,640 households; face-to-face surveys; sample distribution by geographical stratas + random selection of districts + convenience sampling for households selection",Potential sampling bias due to non-probabilistic household selection and data collection period,
3.3 Empowering communities and achieveing gender equality,Livelihoods,"13. Self-reliance, economic inclusion and livelihoods",,Jul - Aug 2023,% working age household members (16-64 yrs) participating in the labour force (employed and unemployed),50,Refugees,Bulgaria,,Interagency,Multi-Sector Needs Assessment (MSNA) 2023,,Survey,yes,yes,"Total sample: 1,054 households; face-to-face surveys; random selection of settlements + convenience sampling for households selection",Potential sampling bias due to non-probabilistic household selection and data collection period,
3.3 Empowering communities and achieveing gender equality,Livelihoods,"13. Self-reliance, economic inclusion and livelihoods",,Jun - Jul 2023,% working age household members (16-64 yrs) participating in the labour force (employed and unemployed),73,Refugees,Czech Republic,,Interagency,Multi-Sector Needs Assessment (MSNA) 2023,https://data.unhcr.org/en/documents/details/105509,Survey,yes,yes,"Total sample: 1,218 households; face-to-face surveys; sample distribution by geographical stratas + convenience sampling for households selection",Potential sampling bias due to non-probabilistic household selection and data collection period,
3.3 Empowering communities and achieveing gender equality,Livelihoods,"13. Self-reliance, economic inclusion and livelihoods",,Jun - Aug 2023,% working age household members (16-64 yrs) participating in the labour force (employed and unemployed),77,Refugees,Hungary,,Interagency,Multi-Sector Needs Assessment (MSNA) 2023,https://data.unhcr.org/en/documents/details/105324,Survey,yes,yes,Total sample: 682 households; face-to-face surveys; random selection of districts + convenience sampling for households selection,Potential sampling bias due to non-probabilistic household selection and data collection period,
3.3 Empowering communities and achieveing gender equality,Livelihoods,"13. Self-reliance, economic inclusion and livelihoods",,Aug - Sep 2023,% working age household members (16-64 yrs) participating in the labour force (employed and unemployed),41,Refugees,Moldova,,Interagency,Multi-Sector Needs Assessment (MSNA) 2023,,Survey,yes,yes,Total sample: 890 households; face-to-face surveys; sample distribution by geographical stratas + convenience sampling for households selection,Potential sampling bias due to non-probabilistic household selection and data collection period,
3.3 Empowering communities and achieveing gender equality,Livelihoods,"13. Self-reliance, economic inclusion and livelihoods",,Jul - Aug 2023,% working age household members (16-64 yrs) participating in the labour force (employed and unemployed),68,Refugees,Poland,,Interagency,Multi-Sector Needs Assessment (MSNA) 2023,,Survey,yes,yes,"Total sample: 5,640 households; face-to-face surveys; sample distribution by geographical stratas + random selection of districts + convenience sampling for households selection",Potential sampling bias due to non-probabilistic household selection and data collection period,
3.3 Empowering communities and achieveing gender equality,Livelihoods,"13. Self-reliance, economic inclusion and livelihoods",,Jul - Sep 2023,% working age household members (16-64 yrs) participating in the labour force (employed and unemployed),49,Refugees,Romania,,Interagency,Multi-Sector Needs Assessment (MSNA) 2023,,Survey,yes,yes,"Total sample: 1,222 households; face-to-face surveys; sample distribution by geographical stratas + random selection of households from cash enrolment lists",Sample only representative of refugees enrolled for cash-assistance,
3.3 Empowering communities and achieveing gender equality,Livelihoods,"13. Self-reliance, economic inclusion and livelihoods",,Jul - Aug 2023,% working age household members (16-64 yrs) participating in the labour force (employed and unemployed),63,Refugees,Slovakia,,Interagency,Multi-Sector Needs Assessment (MSNA) 2023,https://data.unhcr.org/en/documents/details/105616,Survey,yes,yes,Total sample: 819 households; face-to-face surveys; two stratas (collective sites vs. private accomm.); random selection of districts + convenience sampling for households selection,Potential sampling bias due to non-probabilistic household selection and data collection period,
3.3 Empowering communities and achieveing gender equality,Livelihoods,"13. Self-reliance, economic inclusion and livelihoods",,Jun - Sep 2023,% working age household members (16-64 yrs) participating in the labour force (employed and unemployed),66,Refugees,Europe,,Interagency,Multi-Sector Needs Assessment (MSNA) 2023,,Survey,yes,yes,"This dataset comprises the regional consolidation of MSNA data from 7 countries.  Total sample: 11,530 households; The sampling methodologies employed vary by country (see country-level methodologies)",Potential sampling bias due to non-probabilistic household selection and data collection period. This can differ across country-level datasets,
3.3 Empowering communities and achieveing gender equality,Livelihoods,"13. Self-reliance, economic inclusion and livelihoods",Outcome 13.3,Jul - Aug 2023,% of unemployed household members (16-64 yrs) out of those participating in the labor force,16.4,Refugees,Bulgaria,,Interagency,Multi-Sector Needs Assessment (MSNA) 2023,,Survey,yes,yes,"Total sample: 1,054 households; face-to-face surveys; random selection of settlements + convenience sampling for households selection",Potential sampling bias due to non-probabilistic household selection and data collection period,
3.3 Empowering communities and achieveing gender equality,Livelihoods,"13. Self-reliance, economic inclusion and livelihoods",Outcome 13.3,Jun - Jul 2023,% of unemployed household members (16-64 yrs) out of those participating in the labor force,9.08,Refugees,Czech Republic,,Interagency,Multi-Sector Needs Assessment (MSNA) 2023,https://data.unhcr.org/en/documents/details/105509,Survey,yes,yes,"Total sample: 1,218 households; face-to-face surveys; sample distribution by geographical stratas + convenience sampling for households selection",Potential sampling bias due to non-probabilistic household selection and data collection period,
3.3 Empowering communities and achieveing gender equality,Livelihoods,"13. Self-reliance, economic inclusion and livelihoods",Outcome 13.3,Jun - Aug 2023,% of unemployed household members (16-64 yrs) out of those participating in the labor force,8.58,Refugees,Hungary,,Interagency,Multi-Sector Needs Assessment (MSNA) 2023,https://data.unhcr.org/en/documents/details/105324,Survey,yes,yes,Total sample: 682 households; face-to-face surveys; random selection of districts + convenience sampling for households selection,Potential sampling bias due to non-probabilistic household selection and data collection period,
3.3 Empowering communities and achieveing gender equality,Livelihoods,"13. Self-reliance, economic inclusion and livelihoods",Outcome 13.3,Aug - Sep 2023,% of unemployed household members (16-64 yrs) out of those participating in the labor force,8,Refugees,Moldova,,Interagency,Multi-Sector Needs Assessment (MSNA) 2023,,Survey,yes,yes,Total sample: 890 households; face-to-face surveys; sample distribution by geographical stratas + convenience sampling for households selection,Potential sampling bias due to non-probabilistic household selection and data collection period,
3.3 Empowering communities and achieveing gender equality,Livelihoods,"13. Self-reliance, economic inclusion and livelihoods",Outcome 13.3,Jul - Aug 2023,% of unemployed household members (16-64 yrs) out of those participating in the labor force,14,Refugees,Poland,,Interagency,Multi-Sector Needs Assessment (MSNA) 2023,,Survey,yes,yes,"Total sample: 5,640 households; face-to-face surveys; sample distribution by geographical stratas + random selection of districts + convenience sampling for households selection",Potential sampling bias due to non-probabilistic household selection and data collection period,
3.3 Empowering communities and achieveing gender equality,Livelihoods,"13. Self-reliance, economic inclusion and livelihoods",Outcome 13.3,Jul - Sep 2023,% of unemployed household members (16-64 yrs) out of those participating in the labor force,32.2,Refugees,Romania,,Interagency,Multi-Sector Needs Assessment (MSNA) 2023,,Survey,yes,yes,"Total sample: 1,222 households; face-to-face surveys; sample distribution by geographical stratas + random selection of households from cash enrolment lists",Sample only representative of refugees enrolled for cash-assistance,
3.3 Empowering communities and achieveing gender equality,Livelihoods,"13. Self-reliance, economic inclusion and livelihoods",Outcome 13.3,Jul - Aug 2023,% of unemployed household members (16-64 yrs) out of those participating in the labor force,14.9,Refugees,Slovakia,,Interagency,Multi-Sector Needs Assessment (MSNA) 2023,https://data.unhcr.org/en/documents/details/105616,Survey,yes,yes,Total sample: 819 households; face-to-face surveys; two stratas (collective sites vs. private accomm.); random selection of districts + convenience sampling for households selection,Potential sampling bias due to non-probabilistic household selection and data collection period,
